TRANSACTION_ID,ACCOUNT_ID,TXN_DATE,AMOUNT
4137,834,2026-06-30,6576.26
4138,64,2025-04-08,236.07
4139,259,2025-11-07,3738.57
4140,622,2025-04-05,154.62
4141,236,2025-07-15,2067.39
4142,642,2024-08-31,2713.0
4143,166,2026-03-30,1910.28
4144,148,2024-04-29,5722.71
4145,490,2025-10-05,2528.51
4146,621,2026-06-15,6170.63
4147,185,2026-03-01,3407.16
4148,787,2026-01-09,3544.64
4149,783,2025-10-02,4796.8
4150,74,2026-07-11,4260.88
4151,274,2026-04-22,3436.61
4152,501,2024-09-25,4653.85
4153,442,2025-08-31,2797.53
4154,230,2025-02-21,8008.76
4155,477,2024-09-15,4033.44
4156,867,2026-03-08,5095.75
4157,277,2024-02-10,296.77
4158,198,2024-05-05,39.04
4159,665,2024-04-12,6251.43
4160,514,2024-07-15,445.67
4161,623,2025-05-14,8316.65
4162,582,2026-07-07,9506.5
4163,685,2026-08-05,8455.16
4164,657,2026-05-27,4850.64
4165,546,2026-01-10,208.36
4166,410,2025-03-24,199.0
4167,415,2026-01-26,572.57
4168,239,2024-09-18,1534.85
4169,405,2025-10-09,7121.15
4170,545,2024-01-09,2278.24
4171,645,2026-05-30,8699.88
4172,696,2026-08-05,1865.54
4173,340,2025-12-18,19566.59
4174,660,2024-06-19,10567.88
4175,394,2024-09-08,2114.76
4176,323,2025-12-22,1329.09
4177,148,2025-05-01,10672.86
4178,240,2025-06-17,980.84
4179,612,2025-01-29,1950.27
4180,195,2026-03-25,960.25
4181,70,2024-06-10,4262.23
4182,245,2025-03-06,9176.24
4183,892,2024-08-04,2197.56
4184,135,2025-11-05,7725.64
4185,130,2024-10-05,4534.13
4186,363,2024-10-18,923.32
4187,345,2024-06-18,2021.36
4188,829,2026-04-21,528.04
4189,215,2024-07-30,13152.3
4190,376,2026-04-26,3885.61
4191,262,2026-06-12,3348.19
4192,225,2026-07-28,3798.94
4193,291,2024-11-30,1287.99
4194,232,2025-09-30,2301.3
4195,647,2026-03-17,4811.38
4196,712,2024-03-17,349.76
4197,160,2024-03-03,125.43
4198,447,2024-07-20,1824.19
4199,238,2026-08-15,1517.58
4200,781,2024-03-28,9653.24
4201,92,2026-01-15,1283.65
4202,369,2026-03-28,4913.03
4203,299,2026-06-03,1511.32
4204,328,2025-05-30,4656.65
4205,848,2025-05-27,3952.16
4206,487,2025-12-24,11616.4
4207,343,2025-09-10,1143.21
4208,728,2026-02-05,1149.34
4209,700,2024-12-17,8909.28
4210,131,2026-06-29,1987.37
4211,416,2025-02-25,1225.56
4212,371,2024-08-29,1029.85
4213,405,2026-01-01,8597.08
4214,315,2025-08-28,1644.99
4215,742,2024-02-18,1331.51
4216,897,2024-06-11,1290.2
4217,25,2024-02-05,5588.1
4218,771,2025-07-15,2632.45
4219,779,2026-05-03,8830.06
4220,330,2024-11-10,15338.1
4221,437,2024-04-17,3958.66
4222,92,2026-04-10,4349.47
4223,317,2025-12-04,2486.62
4224,215,2025-06-15,3801.98
4225,817,2024-07-13,4725.43
4226,97,2025-10-17,7318.85
4227,306,2024-12-23,942.49
4228,433,2024-08-26,13377.96
4229,880,2024-10-13,1865.88
4230,736,2024-02-29,10713.19
4231,843,2025-04-23,6030.71
4232,280,2026-01-04,805.26
4233,242,2026-03-16,8428.81
4234,515,2025-12-06,3379.07
4235,307,2026-05-03,5149.58
4236,15,2026-07-28,2551.94
4237,731,2024-08-04,2962.1
4238,86,2025-02-26,359.98
4239,177,2024-11-25,5501.67
4240,849,2025-10-29,3300.71
4241,659,2026-03-26,4383.24
4242,579,2026-05-17,5275.36
4243,117,2024-03-28,4937.49
4244,226,2025-05-16,5700.81
4245,186,2024-04-23,345.7
4246,578,2024-11-17,2620.84
4247,451,2025-04-12,783.44
4248,325,2025-08-27,5066.34
4249,672,2026-02-09,15114.3
4250,701,2026-08-27,5533.44
4251,666,2024-11-23,2334.32
4252,96,2025-06-29,2980.72
4253,549,2024-03-08,5375.29
4254,190,2024-04-18,4732.04
4255,245,2026-08-01,2549.72
4256,881,2026-07-03,1872.7
4257,374,2026-07-04,4779.84
4258,709,2024-09-11,134.15
4259,222,2025-09-27,5331.17
4260,876,2024-08-11,2345.2
4261,250,2025-10-26,9913.74
4262,164,2025-04-17,3237.64
4263,291,2026-06-29,9518.39
4264,157,2024-12-30,1086.66
4265,539,2025-09-19,975.7
4266,130,2025-10-04,1457.9
4267,187,2026-02-07,11333.73
4268,632,2024-02-20,3112.58
4269,39,2025-03-27,1790.91
4270,397,2025-03-16,4701.56
4271,624,2024-08-10,1555.73
4272,401,2026-02-23,4652.32
4273,20,2026-03-22,3092.99
4274,143,2024-03-20,1718.12
4275,874,2025-10-29,3266.12
4276,695,2026-04-20,3271.23
4277,316,2024-10-09,6758.67
4278,787,2025-09-08,733.47
4279,6,2025-08-30,2041.91
4280,43,2024-01-19,4029.59
4281,797,2026-03-07,1363.38
4282,607,2026-01-01,2739.16
4283,540,2024-09-20,1681.62
4284,311,2024-11-02,2245.34
4285,736,2026-01-18,986.64
4286,548,2026-02-20,15152.41
4287,392,2024-03-11,149.99
4288,343,2024-12-15,1670.64
4289,319,2025-09-01,3217.82
4290,518,2024-05-03,3187.01
4291,590,2026-08-31,8693.01
4292,725,2024-07-22,722.29
4293,366,2026-04-24,381.24
4294,229,2024-03-03,1941.11
4295,501,2026-05-03,3221.69
4296,526,2024-02-09,2407.82
4297,251,2025-10-25,7252.73
4298,66,2024-12-17,858.26
4299,300,2025-03-25,1744.91
4300,64,2024-04-15,5266.43
4301,74,2025-10-22,3274.12
4302,870,2025-08-29,8839.02
4303,704,2024-11-09,3281.86
4304,32,2025-04-05,709.25
4305,314,2025-06-22,7983.54
4306,230,2025-11-01,7269.72
4307,878,2025-06-10,4647.05
4308,394,2024-02-27,17234.47
4309,234,2025-06-14,3428.18
4310,572,2024-12-05,3678.88
4311,428,2025-02-05,7119.77
4312,169,2024-12-27,4207.35
4313,275,2024-12-09,3640.62
4314,115,2024-08-18,367.01
4315,625,2024-11-18,600.54
4316,874,2025-11-25,597.91
4317,728,2024-08-07,2292.71
4318,338,2026-01-09,9181.09
4319,439,2025-03-03,12981.68
4320,55,2025-08-18,10162.66
4321,331,2024-04-24,10513.04
4322,29,2024-07-21,1190.58
4323,671,2026-05-29,3271.54
4324,819,2026-03-21,1007.19
4325,173,2024-03-08,4482.51
4326,607,2026-05-30,2316.25
4327,540,2026-03-27,388.33
4328,377,2024-05-13,5006.34
4329,661,2024-08-23,1508.57
4330,612,2024-06-22,2956.4
4331,243,2026-04-11,1891.9
4332,719,2026-04-12,5602.36
4333,591,2025-12-03,3768.19
4334,282,2024-08-31,3232.47
4335,662,2026-06-16,9889.09
4336,577,2026-04-06,2031.78
4337,106,2026-04-28,4744.23
4338,150,2024-12-16,2109.77
4339,292,2025-11-14,19904.6
4340,40,2025-10-20,8230.52
4341,366,2024-05-27,12417.4
4342,416,2025-07-22,3674.49
4343,699,2025-06-19,8508.21
4344,155,2025-07-24,709.02
4345,511,2024-11-27,2647.34
4346,599,2025-10-14,4371.16
4347,405,2026-05-13,9237.9
4348,817,2025-08-12,3407.18
4349,287,2026-04-30,2615.05
4350,368,2026-01-22,6564.63
4351,4,2024-11-02,11894.77
4352,370,2025-12-18,6939.4
4353,19,2025-10-16,5043.98
4354,886,2026-07-09,8451.85
4355,217,2024-11-25,7932.29
4356,731,2024-06-08,6965.2
4357,106,2025-10-23,8088.53
4358,247,2025-09-08,4491.51
4359,108,2025-08-21,13798.84
4360,332,2025-12-22,732.1
4361,543,2025-05-13,5817.36
4362,378,2024-01-30,1642.68
4363,545,2026-05-06,4100.42
4364,726,2024-09-27,806.15
4365,41,2024-08-27,2245.1
4366,382,2026-03-04,2569.51
4367,535,2026-02-16,5236.49
4368,472,2025-05-07,2047.33
4369,132,2025-11-03,2788.56
4370,186,2024-03-19,6810.94
4371,340,2024-10-01,9403.71
4372,587,2024-08-24,2456.76
4373,891,2025-02-15,10593.78
4374,332,2024-12-14,6430.8
4375,470,2024-03-08,10480.17
4376,276,2025-11-02,3860.72
4377,31,2025-08-05,2736.6
4378,359,2025-01-04,3330.84
4379,313,2026-05-15,5114.74
4380,136,2024-12-17,3784.04
4381,604,2024-04-24,3886.86
4382,233,2026-04-06,6383.12
4383,203,2024-05-08,2076.17
4384,351,2024-03-10,4244.8
4385,869,2025-04-07,793.1
4386,573,2025-07-18,3521.0
4387,383,2024-10-01,2524.9
4388,739,2026-03-29,2620.51
4389,19,2024-09-27,1039.61
4390,304,2026-07-28,1956.01
4391,487,2025-09-14,5235.65
4392,440,2024-06-28,1331.45
4393,609,2025-02-03,322.61
4394,632,2024-03-15,5896.18
4395,411,2026-04-03,16400.99
4396,837,2025-09-23,1835.21
4397,836,2025-02-22,13588.23
4398,428,2025-10-24,261.37
4399,812,2025-08-22,5607.52
4400,577,2025-08-07,1634.91
4401,126,2025-01-22,16095.46
4402,108,2024-12-08,3034.64
4403,72,2024-09-06,1977.37
4404,191,2026-02-05,7205.88
4405,282,2025-04-04,6835.27
4406,63,2025-04-02,10186.31
4407,548,2025-12-03,4472.21
4408,371,2025-06-01,2727.68
4409,542,2026-07-17,8836.8
4410,453,2024-08-22,2256.54
4411,245,2024-02-11,705.56
4412,554,2025-02-14,5454.27
4413,856,2025-06-02,8053.74
4414,286,2026-03-11,512.31
4415,277,2025-09-12,4183.28
4416,465,2026-07-04,7232.03
4417,724,2024-03-24,2066.58
4418,479,2025-06-07,13450.65
4419,749,2026-03-19,1835.66
4420,67,2025-05-04,1836.85
4421,89,2024-09-26,2288.77
4422,366,2026-01-19,1243.33
4423,210,2026-05-03,1835.43
4424,21,2024-09-09,4055.96
4425,194,2025-06-22,1448.19
4426,244,2026-02-23,5941.12
4427,828,2024-05-28,594.53
4428,705,2024-01-11,1470.81
4429,316,2025-12-21,13652.69
4430,863,2026-01-03,1775.72
4431,753,2024-06-02,3487.56
4432,226,2025-08-05,3762.5
4433,431,2025-12-03,1125.55
4434,830,2026-07-27,1602.74
4435,412,2026-02-26,4896.58
4436,334,2024-08-02,1786.16
4437,814,2025-07-15,1681.23
4438,595,2025-12-15,1592.41
4439,397,2024-09-21,10067.9
4440,783,2024-06-07,8523.76
4441,671,2025-03-02,4115.79
4442,314,2025-12-02,2976.75
4443,382,2025-05-29,3916.41
4444,43,2025-08-12,5207.95
4445,92,2025-10-11,5238.08
4446,859,2026-07-20,1811.76
4447,48,2025-09-10,2446.0
4448,754,2024-05-11,2205.76
4449,188,2025-01-25,4432.53
4450,488,2024-06-14,9687.02
4451,651,2026-01-09,3505.78
4452,893,2026-08-30,3812.58
4453,337,2026-01-22,1449.63
4454,833,2024-08-27,468.38
4455,409,2025-11-09,2375.88
4456,781,2024-01-21,6168.54
4457,92,2024-09-22,1485.59
4458,242,2024-10-22,333.61
4459,561,2025-04-02,5406.24
4460,636,2024-11-08,4934.72
4461,724,2025-02-25,1888.18
4462,323,2024-01-10,1656.28
4463,563,2026-03-07,2570.61
4464,559,2025-01-20,2038.22
4465,887,2026-02-26,11628.92
4466,106,2024-02-26,2497.82
4467,15,2026-04-24,4630.02
4468,518,2025-09-02,2888.24
4469,15,2024-08-13,4771.96
4470,177,2026-01-03,1954.17
4471,451,2025-12-30,1882.24
4472,242,2025-12-09,3483.9
4473,240,2026-04-28,1621.59
4474,312,2026-07-19,2376.73
4475,618,2024-06-11,5948.53
4476,330,2024-10-02,8763.56
4477,714,2024-02-08,14578.96
4478,144,2024-03-05,5568.93
4479,93,2024-04-12,4434.19
4480,150,2025-11-05,1275.53
4481,826,2025-08-14,7981.66
4482,250,2024-02-03,11240.82
4483,27,2025-02-15,2266.57
4484,284,2024-04-17,13682.08
4485,620,2024-07-09,8646.33
4486,326,2024-02-24,5626.31
4487,347,2025-05-30,2964.02
4488,78,2024-03-20,848.44
4489,601,2026-02-04,11662.99
4490,199,2026-06-27,736.45
4491,88,2026-04-14,12076.72
4492,644,2026-03-14,13114.91
4493,844,2026-01-02,1303.42
4494,550,2026-06-06,726.6
4495,844,2026-05-13,2196.15
4496,362,2024-07-29,3164.89
4497,468,2025-08-12,2009.87
4498,322,2024-10-25,2161.27
4499,459,2026-03-27,3277.98
4500,804,2024-01-11,11329.57
4501,572,2025-02-10,2900.79
4502,25,2025-01-04,6012.2
4503,523,2026-04-11,893.83
4504,340,2024-10-14,3704.76
4505,490,2026-05-23,2377.63
4506,502,2025-04-28,5850.29
4507,531,2025-10-31,804.26
4508,780,2025-06-01,9414.25
4509,773,2025-02-24,2280.13
4510,875,2024-10-23,1546.58
4511,550,2024-10-01,13003.73
4512,257,2025-09-16,4288.34
4513,177,2024-11-13,3204.68
4514,765,2026-04-22,793.66
4515,823,2024-05-09,1284.25
4516,34,2024-07-29,839.01
4517,195,2024-02-15,3486.21
4518,612,2026-04-22,8553.55
4519,149,2025-02-08,4590.87
4520,46,2024-02-04,3685.99
4521,898,2024-02-11,3287.21
4522,87,2026-06-14,6972.66
4523,193,2026-05-08,2751.61
4524,891,2024-09-26,582.51
4525,91,2025-09-25,7815.17
4526,720,2024-09-03,1035.72
4527,506,2026-04-02,475.59
4528,486,2025-11-28,4411.26
4529,745,2025-03-09,238.85
4530,20,2026-06-24,3343.15
4531,55,2024-08-06,3931.49
4532,176,2026-08-29,5052.53
4533,442,2024-10-10,4620.26
4534,867,2026-05-16,730.58
4535,62,2026-04-13,6984.69
4536,379,2025-07-02,3241.97
4537,386,2024-04-28,2337.34
4538,177,2026-01-02,800.55
4539,310,2025-11-11,8194.06
4540,181,2026-04-23,7566.14
4541,124,2024-08-08,2002.92
4542,470,2024-08-21,5075.53
4543,838,2024-12-10,6182.03
4544,364,2024-12-25,2604.53
4545,572,2024-01-03,7634.95
4546,604,2024-05-29,7958.88
4547,759,2025-04-12,372.18
4548,743,2026-07-31,5991.82
4549,816,2024-05-05,2056.65
4550,734,2024-08-23,1372.62
4551,838,2026-04-18,249.31
4552,870,2024-02-08,3657.44
4553,674,2024-04-05,2535.17
4554,444,2026-05-17,1952.67
4555,277,2024-09-01,6319.84
4556,515,2024-10-27,27057.72
4557,747,2024-01-15,5119.24
4558,679,2025-01-31,2524.57
4559,469,2026-08-26,7829.64
4560,69,2026-08-18,1122.22
4561,245,2025-09-17,2077.54
4562,520,2025-10-20,3888.82
4563,348,2025-09-19,3927.0
4564,411,2025-11-08,7158.04
4565,272,2025-05-20,11032.91
4566,69,2024-07-19,7018.46
4567,420,2026-04-26,11108.46
4568,401,2026-05-07,11498.79
4569,704,2024-05-20,4402.98
4570,101,2024-04-02,2948.72
4571,437,2026-02-12,5804.61
4572,769,2024-02-16,438.73
4573,242,2026-02-25,7133.41
4574,285,2026-08-15,6415.63
4575,79,2024-02-05,1074.46
4576,518,2026-02-17,10270.9
4577,771,2024-05-09,8172.92
4578,434,2024-10-09,5525.1
4579,376,2025-06-17,2908.79
4580,675,2025-10-25,10567.87
4581,398,2024-03-28,499.38
4582,359,2024-04-16,3230.4
4583,688,2024-10-02,6051.03
4584,256,2025-10-26,8800.7
4585,765,2025-01-28,7991.11
4586,242,2024-09-25,968.58
4587,461,2024-06-02,5018.78
4588,226,2026-08-02,3979.8
4589,570,2025-11-17,386.55
4590,391,2026-08-19,867.13
4591,216,2025-04-27,252.11
4592,670,2026-03-09,384.04
4593,842,2025-09-15,970.18
4594,26,2025-05-26,3008.86
4595,512,2025-04-07,3171.97
4596,647,2025-05-02,4878.65
4597,648,2025-02-06,1752.64
4598,199,2025-09-15,9174.14
4599,103,2025-04-25,7598.83
4600,463,2026-08-04,4702.04
4601,574,2026-05-27,12395.36
4602,261,2025-03-28,4337.83
4603,333,2025-01-21,609.64
4604,479,2026-01-10,5903.15
4605,406,2025-09-18,3759.98
4606,436,2024-08-14,2287.95
4607,614,2026-03-24,2627.66
4608,886,2025-10-27,5183.93
4609,717,2025-08-28,4544.55
4610,8,2026-02-01,14389.53
4611,315,2024-08-08,4051.99
4612,9,2026-02-18,4340.07
4613,786,2024-04-28,3717.16
4614,580,2026-02-12,3670.82
4615,198,2025-07-30,1048.89
4616,756,2025-07-21,1991.66
4617,507,2025-12-10,5063.41
4618,47,2024-10-29,608.68
4619,137,2026-01-19,2744.83
4620,729,2024-01-25,9693.05
4621,261,2025-11-07,2592.46
4622,473,2026-02-13,11849.14
4623,806,2024-01-04,2651.02
4624,261,2025-11-08,8010.99
4625,11,2026-01-24,3838.09
4626,76,2025-05-24,1074.56
4627,825,2025-08-12,14061.26
4628,540,2024-02-27,946.69
4629,296,2026-08-21,2166.3
4630,71,2026-07-31,15387.58
4631,627,2026-01-15,4318.22
4632,36,2024-01-15,1587.86
4633,83,2025-02-23,3696.64
4634,535,2026-03-08,5787.29
4635,578,2025-10-21,2581.57
4636,513,2026-06-01,10484.19
4637,819,2025-08-23,1723.89
4638,243,2025-11-26,254.44
4639,500,2024-11-24,7349.96
4640,276,2026-03-03,3124.51
4641,326,2025-06-04,7995.11
4642,136,2026-02-19,2463.01
4643,715,2024-07-18,5070.44
4644,634,2024-09-18,2341.04
4645,642,2024-03-26,2842.05
4646,128,2025-10-20,668.42
4647,106,2025-12-15,1028.96
4648,704,2024-10-03,4624.24
4649,600,2025-01-09,7349.07
4650,27,2025-07-09,5019.37
4651,599,2026-01-06,1293.2
4652,883,2024-10-22,5446.43
4653,677,2025-04-21,4560.21
4654,250,2024-06-29,1738.26
4655,285,2026-02-28,3018.66
4656,677,2026-05-01,1930.74
4657,362,2025-12-22,5636.63
4658,664,2026-03-06,2259.73
4659,865,2026-01-15,5789.45
4660,365,2026-03-25,124.62
4661,517,2025-02-22,7662.53
4662,441,2024-07-19,1280.2
4663,458,2026-07-26,11200.46
4664,69,2024-01-03,2428.2
4665,889,2025-01-30,9594.81
4666,487,2025-12-09,367.64
4667,207,2026-02-12,8531.12
4668,517,2025-10-30,1536.33
4669,359,2025-04-22,8475.35
4670,740,2026-06-18,3480.68
4671,684,2024-08-17,2681.05
4672,344,2024-05-18,9778.98
4673,642,2025-09-05,2049.35
4674,30,2024-11-08,11832.63
4675,871,2025-04-02,2799.57
4676,460,2025-03-21,3744.19
4677,589,2024-09-14,4135.03
4678,581,2026-08-31,971.21
4679,282,2025-01-07,4830.33
4680,621,2025-10-15,1533.05
4681,358,2024-06-04,1202.4
4682,613,2026-08-24,1182.29
4683,81,2026-08-20,2422.09
4684,132,2024-03-08,10089.43
4685,832,2025-09-19,1748.14
4686,663,2025-08-02,4717.67
4687,116,2024-06-18,9443.62
4688,193,2026-01-20,2812.71
4689,492,2026-01-15,4069.96
4690,6,2026-04-03,10699.14
4691,362,2025-08-09,5534.43
4692,294,2025-11-20,4978.83
4693,121,2025-12-05,3479.3
4694,270,2026-01-18,11573.41
4695,264,2025-07-23,2440.73
4696,61,2025-12-27,2123.14
4697,571,2024-02-28,2569.18
4698,246,2025-08-25,5929.13
4699,29,2024-07-17,4459.92
4700,20,2025-01-31,1348.82
4701,870,2026-01-19,6525.42
4702,107,2024-04-20,5457.87
4703,819,2026-01-05,1760.24
4704,150,2024-09-10,4767.07
4705,77,2026-01-05,7771.15
4706,491,2026-01-17,2706.74
4707,782,2024-01-15,384.12
4708,65,2024-08-15,3195.15
4709,296,2026-02-24,2548.98
4710,678,2024-11-29,234.39
4711,61,2025-03-04,2168.88
4712,153,2024-01-16,1041.15
4713,276,2025-11-07,9642.88
4714,726,2024-03-31,9728.09
4715,728,2024-09-22,5142.53
4716,639,2025-04-09,3012.95
4717,600,2026-01-20,2421.37
4718,24,2025-04-30,7313.35
4719,215,2026-08-15,2807.92
4720,830,2025-05-24,3345.4
4721,648,2024-09-04,4321.76
4722,217,2024-07-05,11467.58
4723,638,2026-02-03,474.91
4724,652,2025-03-24,1822.14
4725,669,2025-08-12,754.72
4726,883,2024-12-26,5019.82
4727,487,2024-09-23,497.53
4728,54,2025-08-07,1519.92
4729,738,2024-10-13,3984.92
4730,14,2026-09-01,6484.37
4731,578,2025-12-14,3162.8
4732,717,2026-03-10,1549.88
4733,113,2024-10-04,2519.47
4734,718,2024-01-29,2401.73
4735,730,2024-02-16,7213.56
4736,589,2026-04-17,1733.5
4737,292,2026-05-02,6859.23
4738,182,2025-10-24,3100.81
4739,635,2025-07-28,8265.11
4740,142,2024-07-22,3733.28
4741,608,2026-01-09,1957.44
4742,153,2025-05-18,8148.86
4743,303,2025-08-11,15725.91
4744,456,2024-01-24,3963.44
4745,146,2025-05-18,7280.63
4746,716,2025-11-07,3812.18
4747,626,2026-01-20,1664.88
4748,15,2024-05-21,8544.35
4749,765,2024-02-01,912.91
4750,646,2026-04-14,758.94
4751,755,2024-10-31,8625.54
4752,542,2025-04-06,2620.95
4753,564,2025-09-03,1061.93
4754,346,2025-04-24,11878.44
4755,205,2026-07-09,6196.8
4756,212,2026-04-01,3165.82
4757,285,2025-01-18,4635.34
4758,262,2024-07-05,4174.24
4759,680,2026-08-08,6115.07
4760,472,2025-11-21,3051.61
4761,370,2026-01-06,6553.07
4762,653,2025-03-28,3929.21
4763,660,2025-04-17,267.24
4764,842,2024-06-26,2074.86
4765,279,2025-02-22,5614.29
4766,219,2025-06-13,734.27
4767,6,2024-05-06,3931.58
4768,144,2025-09-11,2627.4
4769,544,2025-08-22,12054.91
4770,729,2026-03-30,6735.31
4771,541,2024-02-21,786.19
4772,893,2024-08-08,5849.29
4773,565,2025-02-22,2576.11
4774,795,2026-05-07,3633.95
4775,242,2024-08-19,2605.71
4776,292,2026-08-05,12338.66
4777,730,2026-07-21,11594.93
4778,595,2024-04-02,1722.71
4779,439,2024-12-20,8261.69
4780,861,2024-09-09,2018.43
4781,687,2025-04-22,1614.9
4782,266,2026-06-20,3935.69
4783,550,2025-01-01,3455.79
4784,357,2025-10-08,1332.11
4785,375,2024-05-13,527.08
4786,725,2025-07-09,3627.14
4787,612,2024-12-09,1332.73
4788,12,2026-06-13,2781.21
4789,518,2026-01-29,8908.51
4790,583,2024-07-28,2971.02
4791,460,2025-08-28,488.09
4792,270,2024-11-29,8127.44
4793,584,2025-03-02,5221.52
4794,853,2025-03-27,7108.85
4795,78,2026-03-11,3396.06
4796,543,2024-10-09,3376.14
4797,820,2024-01-05,16456.66
4798,361,2024-07-07,5256.07
4799,302,2026-03-16,8021.71
4800,223,2024-10-16,26783.57
4801,203,2024-02-28,16088.75
4802,352,2025-01-25,977.55
4803,695,2026-04-28,1271.23
4804,164,2026-05-01,755.48
4805,209,2026-07-12,3332.0
4806,899,2025-10-28,18837.67
4807,897,2026-03-09,2002.49
4808,205,2026-01-23,3389.12
4809,379,2024-01-20,1136.79
4810,364,2025-02-11,2681.74
4811,267,2025-05-28,2861.0
4812,138,2025-03-28,662.2
4813,56,2026-03-19,6933.07
4814,553,2026-08-15,2713.57
4815,38,2025-06-15,1029.31
4816,559,2024-04-03,3439.28
4817,86,2024-12-16,6737.44
4818,139,2024-07-11,3159.06
4819,5,2025-04-03,1153.97
4820,359,2024-08-16,4050.73
4821,295,2024-03-19,15257.92
4822,300,2024-06-16,1913.38
4823,280,2025-04-28,1370.57
4824,845,2024-05-17,2236.35
4825,388,2024-01-28,1487.38
4826,729,2024-09-30,1558.82
4827,210,2025-09-20,892.27
4828,435,2025-09-06,7996.56
4829,57,2025-01-15,6247.31
4830,233,2025-10-08,2527.27
4831,65,2024-07-05,1836.29
4832,19,2025-12-05,4855.61
4833,164,2024-01-17,3983.98
4834,144,2024-05-11,3855.57
4835,285,2026-06-18,10012.67
4836,670,2025-04-01,5358.3
4837,134,2025-06-26,34675.47
4838,550,2025-01-22,2027.11
4839,329,2025-09-22,15738.1
4840,363,2025-12-30,5135.99
4841,830,2026-01-29,1095.76
4842,419,2024-08-30,1648.96
4843,236,2025-09-02,5948.78
4844,215,2026-02-03,796.33
4845,152,2025-02-06,3151.08
4846,722,2025-01-07,20166.32
4847,599,2025-09-03,38.36
4848,241,2025-07-13,3130.26
4849,442,2024-09-03,1649.6
4850,455,2026-07-22,16196.9
4851,43,2025-07-01,2913.3
4852,818,2025-07-04,1372.37
4853,710,2024-07-19,812.27
4854,482,2025-10-20,960.69
4855,644,2026-06-13,14410.9
4856,99,2025-12-08,118.33
4857,880,2025-05-11,5299.09
4858,577,2025-09-12,10775.62
4859,845,2024-08-15,3092.62
4860,778,2024-02-29,982.73
4861,526,2025-09-15,5282.35
4862,260,2024-06-26,1273.79
4863,618,2024-03-29,1795.29
4864,462,2026-01-25,1468.89
4865,369,2025-02-27,1547.32
4866,641,2026-04-11,7601.37
4867,800,2026-04-24,2754.58
4868,155,2024-04-29,5577.37
4869,498,2026-01-18,5566.84
4870,701,2024-11-22,3341.32
4871,293,2025-11-16,11274.21
4872,308,2024-02-12,1151.58
4873,9,2025-04-03,2992.11
4874,291,2025-09-04,279.39
4875,528,2025-03-11,3557.99
4876,875,2025-06-21,7217.96
4877,473,2024-01-12,655.75
4878,262,2024-01-08,1872.6
4879,731,2025-08-08,1499.38
4880,169,2025-02-09,968.2
4881,169,2025-07-16,5940.7
4882,470,2024-12-16,3202.76
4883,734,2024-01-06,4476.18
4884,192,2025-11-13,7241.46
4885,14,2024-05-13,13463.22
4886,652,2026-02-04,959.83
4887,529,2024-01-13,5378.34
4888,618,2026-06-24,1794.07
4889,358,2024-09-03,1076.0
4890,107,2026-05-20,2489.41
4891,299,2024-01-04,5595.75
4892,423,2025-03-14,3494.96
4893,390,2025-02-10,2177.88
4894,801,2024-06-09,6106.24
4895,202,2025-04-09,5715.39
4896,281,2024-07-28,2039.36
4897,166,2025-03-02,5336.44
4898,514,2024-12-31,3403.99
4899,725,2024-07-13,1510.63
4900,795,2026-02-07,5687.26
4901,205,2025-05-25,5845.73
4902,387,2026-03-28,862.89
4903,664,2026-03-04,5303.11
4904,42,2024-09-12,8032.81
4905,641,2024-10-10,988.0
4906,121,2026-07-16,4002.36
4907,31,2024-10-31,1014.76
4908,102,2024-04-02,1142.78
4909,793,2025-06-13,428.46
4910,613,2026-07-31,8902.05
4911,711,2024-08-15,8095.56
4912,622,2025-09-13,8478.39
4913,717,2024-11-25,2261.63
4914,447,2025-01-10,7225.79
4915,729,2025-03-17,1065.68
4916,51,2024-05-19,846.14
4917,525,2025-01-11,2306.38
4918,680,2024-09-23,7695.2
4919,895,2026-03-08,4117.28
4920,324,2024-08-10,2027.06
4921,162,2026-04-07,1917.35
4922,649,2024-01-17,8914.52
4923,66,2025-01-27,6268.76
4924,699,2024-09-18,9292.97
4925,634,2025-03-12,8788.4
4926,622,2026-01-21,310.85
4927,265,2026-07-21,7959.39
4928,109,2025-12-10,6368.09
4929,548,2025-05-05,1206.5
4930,327,2025-05-14,2293.07
4931,353,2026-08-26,2822.74
4932,169,2026-08-24,13223.19
4933,301,2026-01-13,3531.04
4934,749,2024-06-09,6139.62
4935,804,2024-09-14,7862.89
4936,315,2024-09-22,2142.52
4937,128,2024-08-11,8732.63
4938,31,2026-08-01,3175.42
4939,171,2024-06-04,1182.73
4940,9,2026-04-11,2885.61
4941,602,2026-02-24,8164.44
4942,579,2025-05-30,1578.2
4943,705,2024-10-26,6707.31
4944,300,2024-09-16,2428.96
4945,749,2025-10-20,972.0
4946,153,2025-10-16,751.49
4947,209,2025-06-10,3979.51
4948,825,2025-07-08,5049.98
4949,794,2026-03-16,1110.18
4950,539,2026-01-05,5442.07
4951,549,2026-01-02,670.88
4952,631,2024-09-30,2177.83
4953,741,2024-03-03,3101.9
4954,209,2025-03-23,2866.91
4955,62,2024-11-25,3803.68
4956,167,2024-11-22,2985.93
4957,322,2025-05-22,2601.46
4958,213,2026-06-21,2590.18
4959,473,2026-02-22,1743.29
4960,125,2025-10-20,5538.32
4961,520,2025-11-27,2625.23
4962,640,2025-02-07,1536.91
4963,90,2025-06-19,5242.72
