CARD_TXN_ID,CARD_ID,TXN_DATE,AMOUNT,MERCHANT_CATEGORY,IS_FRAUD
6736,290,2024-07-25,6926.97,Dining,0
6737,372,2026-01-06,7969.98,Online Retail,0
6738,425,2024-04-24,1251.67,Travel,0
6739,405,2024-05-23,2028.04,Fuel,0
6740,214,2024-11-18,2954.18,Dining,0
6741,261,2025-01-04,2958.29,Healthcare,0
6742,693,2025-12-27,2239.16,Travel,0
6743,66,2026-07-06,1902.8,Dining,0
6744,284,2025-08-02,4802.92,Electronics,0
6745,180,2024-08-08,6032.1,Electronics,0
6746,171,2025-10-06,5271.63,Fuel,0
6747,111,2025-11-15,2273.75,Online Retail,0
6748,70,2024-03-23,4320.71,Fuel,0
6749,637,2026-06-15,2444.37,Entertainment,0
6750,610,2025-05-13,1791.96,Online Retail,0
6751,519,2026-02-04,2629.8,Grocery,0
6752,650,2024-02-20,1499.17,Fuel,0
6753,577,2026-07-13,7255.94,Electronics,0
6754,90,2026-08-06,4859.42,Grocery,0
6755,569,2026-07-09,892.29,Electronics,0
6756,566,2025-05-30,1012.71,Healthcare,0
6757,2,2024-04-20,3095.15,Electronics,0
6758,616,2025-03-16,2424.07,Entertainment,0
6759,525,2025-08-09,1349.54,Fuel,0
6760,696,2025-03-13,1656.66,Travel,0
6761,338,2025-02-20,1167.05,Grocery,0
6762,520,2024-12-07,3259.7,Travel,0
6763,543,2025-10-27,5668.18,Entertainment,0
6764,467,2025-07-12,2604.91,Dining,0
6765,672,2025-12-24,1973.84,Electronics,0
6766,100,2024-03-19,743.38,Entertainment,0
6767,251,2024-08-27,362.67,Grocery,0
6768,68,2026-05-06,519.08,Dining,0
6769,424,2026-02-18,3300.21,Travel,0
6770,18,2025-10-18,3391.3,Dining,0
6771,214,2025-02-02,190.87,Dining,0
6772,518,2025-02-21,488.13,Dining,0
6773,626,2025-10-02,1455.18,Healthcare,0
6774,156,2026-01-22,1585.2,Grocery,0
6775,178,2025-02-21,13676.66,Fuel,0
6776,19,2026-05-25,104.56,Fuel,0
6777,246,2024-12-03,1818.45,Entertainment,0
6778,493,2024-11-08,395.57,Entertainment,0
6779,622,2025-11-07,3119.67,Dining,0
6780,295,2026-02-09,1280.78,Fuel,0
6781,71,2025-06-12,1553.84,Grocery,0
6782,225,2026-07-16,4531.38,Healthcare,0
6783,346,2026-04-11,12177.72,Entertainment,0
6784,425,2024-07-20,2195.4,Healthcare,0
6785,407,2026-02-05,2551.94,Fuel,0
6786,561,2026-03-01,5031.83,Healthcare,0
6787,406,2026-04-26,2388.57,Fuel,0
6788,283,2025-05-27,2332.34,Electronics,0
6789,85,2026-01-16,4493.38,Dining,0
6790,656,2025-12-06,138.7,Grocery,0
6791,28,2026-06-12,3061.66,Electronics,0
6792,231,2024-10-16,1241.87,Dining,0
6793,292,2024-06-01,7052.84,Travel,0
6794,624,2026-01-17,3048.48,Grocery,0
6795,318,2025-09-16,1239.65,Travel,0
6796,290,2026-08-10,3897.18,Dining,0
6797,660,2024-03-21,5072.16,Travel,0
6798,256,2024-02-03,2416.62,Dining,0
6799,529,2025-05-02,7979.64,Travel,0
6800,23,2025-08-15,6670.9,Dining,0
6801,420,2026-04-19,2964.22,Fuel,0
6802,510,2025-10-13,1405.88,Electronics,0
6803,148,2025-12-08,1796.55,Healthcare,0
6804,532,2025-01-13,1265.16,Travel,0
6805,632,2025-07-22,2901.32,Entertainment,0
6806,38,2024-05-16,2150.68,Travel,0
6807,136,2025-11-07,2467.04,Grocery,0
6808,101,2024-05-16,2921.86,Fuel,0
6809,664,2024-06-17,6057.5,Entertainment,0
6810,204,2024-06-10,1490.89,Fuel,0
6811,663,2026-06-26,1598.75,Travel,0
6812,266,2024-06-18,4407.0,Healthcare,0
6813,685,2024-07-26,8301.35,Fuel,0
6814,394,2026-08-28,3528.46,Dining,0
6815,199,2024-06-11,13556.63,Grocery,0
6816,356,2025-06-14,2300.47,Online Retail,0
6817,97,2024-05-16,3750.29,Electronics,0
6818,140,2025-03-12,1514.42,Online Retail,0
6819,441,2026-07-01,5188.89,Healthcare,0
6820,528,2024-11-16,3297.62,Fuel,0
6821,296,2025-03-25,17063.8,Fuel,0
6822,599,2026-05-04,1358.74,Entertainment,0
6823,272,2025-06-03,77.9,Electronics,0
6824,262,2026-07-13,887.14,Grocery,0
6825,390,2025-01-04,1217.79,Entertainment,0
6826,276,2024-08-13,3506.16,Travel,0
6827,483,2024-01-27,4925.88,Healthcare,0
6828,632,2025-01-20,387.86,Electronics,0
6829,233,2024-03-05,3924.36,Dining,0
6830,342,2025-07-15,118.72,Healthcare,0
6831,235,2024-01-16,697.23,Electronics,0
6832,414,2024-04-10,5647.2,Electronics,1
6833,428,2025-06-09,8336.34,Travel,0
6834,316,2025-08-15,5784.14,Online Retail,0
6835,50,2024-07-07,1749.39,Online Retail,0
6836,649,2025-12-24,1070.0,Online Retail,0
6837,490,2025-01-27,6430.61,Travel,0
6838,505,2024-07-01,878.37,Healthcare,0
6839,560,2025-03-24,3960.24,Dining,0
6840,19,2026-06-18,1403.06,Dining,0
6841,616,2025-06-03,3645.79,Entertainment,0
6842,61,2026-04-13,357.06,Entertainment,0
6843,528,2026-05-20,8857.88,Entertainment,0
6844,669,2024-08-08,444.1,Fuel,1
6845,355,2024-02-12,799.83,Dining,0
6846,501,2025-10-16,2901.73,Grocery,0
6847,612,2025-04-26,7777.21,Entertainment,0
6848,397,2024-12-16,637.41,Travel,0
6849,344,2024-05-08,1780.17,Dining,0
6850,566,2024-05-23,2382.34,Travel,0
6851,551,2026-06-22,5857.89,Dining,0
6852,59,2024-05-19,516.98,Travel,0
6853,45,2026-06-13,4393.03,Electronics,0
6854,499,2024-09-15,7030.74,Travel,0
6855,497,2024-05-16,3172.29,Electronics,0
6856,569,2025-05-21,255.76,Healthcare,0
6857,59,2024-04-24,4714.28,Online Retail,0
6858,110,2024-09-22,7468.33,Grocery,0
6859,20,2024-04-17,1750.94,Healthcare,0
6860,199,2024-01-20,380.7,Online Retail,0
6861,352,2024-04-05,3257.48,Fuel,0
6862,253,2026-08-02,2302.36,Dining,0
6863,84,2024-06-03,4578.2,Online Retail,0
6864,388,2024-08-03,3351.11,Grocery,0
6865,228,2024-05-31,2233.86,Travel,0
6866,202,2024-03-14,1974.03,Fuel,0
6867,542,2024-06-08,3287.47,Entertainment,0
6868,223,2024-04-10,692.46,Electronics,0
6869,386,2024-05-24,5832.92,Online Retail,0
6870,47,2025-03-21,7070.47,Entertainment,0
6871,514,2025-01-03,1996.9,Healthcare,0
6872,380,2024-06-24,1627.51,Online Retail,0
6873,549,2024-09-04,917.94,Healthcare,0
6874,212,2025-03-30,425.5,Online Retail,0
6875,337,2025-02-10,1432.47,Dining,0
6876,300,2024-04-27,2628.42,Entertainment,0
6877,690,2026-05-21,4738.83,Online Retail,0
6878,72,2025-01-14,528.35,Entertainment,0
6879,142,2024-12-09,2092.92,Electronics,0
6880,679,2025-07-13,2237.8,Grocery,0
6881,60,2024-10-06,3823.99,Travel,0
6882,195,2025-08-29,1252.42,Electronics,0
6883,223,2026-06-10,7935.93,Fuel,0
6884,551,2026-04-03,5629.79,Healthcare,0
6885,534,2024-11-09,2875.14,Electronics,0
6886,608,2024-04-02,7262.61,Healthcare,0
6887,68,2024-04-28,4030.72,Healthcare,0
6888,151,2024-07-24,6523.78,Grocery,0
6889,327,2025-08-26,5194.97,Dining,0
6890,512,2025-04-25,3551.68,Dining,0
6891,400,2024-10-01,3678.12,Entertainment,0
6892,366,2024-07-09,2973.36,Fuel,0
6893,566,2025-05-21,14096.21,Healthcare,0
6894,139,2026-07-26,5911.85,Dining,1
6895,593,2026-01-18,2730.84,Travel,0
6896,462,2024-09-06,7695.59,Healthcare,0
6897,168,2025-07-05,1235.79,Grocery,0
6898,307,2025-05-10,3116.65,Dining,0
6899,192,2026-02-27,1271.01,Grocery,0
6900,217,2024-12-01,2531.93,Grocery,0
6901,479,2024-12-02,1716.87,Grocery,0
6902,213,2025-03-12,2692.67,Electronics,0
6903,602,2024-06-13,1241.55,Travel,0
6904,69,2026-04-28,3195.99,Entertainment,0
6905,118,2025-01-19,465.86,Grocery,0
6906,640,2026-04-19,1895.22,Entertainment,0
6907,506,2025-02-05,1404.67,Dining,0
6908,308,2025-10-20,6207.96,Healthcare,0
6909,167,2025-11-29,9837.16,Fuel,0
6910,179,2026-02-10,3806.23,Online Retail,0
6911,127,2025-10-31,2423.89,Healthcare,1
6912,629,2025-11-03,1404.82,Online Retail,0
6913,237,2024-10-28,3085.6,Entertainment,0
6914,656,2024-03-02,4687.59,Entertainment,0
6915,557,2026-06-25,5998.49,Grocery,0
6916,251,2026-04-03,4768.65,Electronics,0
6917,520,2024-09-25,1191.95,Entertainment,0
6918,334,2024-01-21,1574.98,Healthcare,0
6919,336,2026-08-29,703.96,Fuel,0
6920,539,2024-03-21,1026.89,Dining,0
6921,500,2024-02-01,4633.34,Online Retail,0
6922,154,2026-08-21,2379.28,Online Retail,0
6923,285,2025-10-18,4803.94,Electronics,0
6924,655,2025-08-10,5519.12,Healthcare,0
6925,148,2025-08-27,2812.58,Dining,0
6926,500,2025-12-23,5024.18,Healthcare,0
6927,591,2025-07-24,1941.44,Travel,0
6928,421,2025-12-29,2887.71,Healthcare,0
6929,38,2026-01-29,442.72,Dining,0
6930,596,2024-07-25,1821.7,Dining,0
6931,631,2025-07-30,1060.03,Travel,0
6932,451,2024-11-19,304.76,Fuel,0
6933,553,2025-08-17,3406.46,Electronics,0
6934,32,2024-06-15,2136.28,Electronics,0
6935,507,2026-05-05,1634.29,Travel,0
6936,564,2024-09-15,1722.48,Online Retail,0
6937,399,2024-07-01,515.12,Online Retail,1
6938,367,2024-04-28,4227.17,Online Retail,0
6939,568,2025-06-01,4216.32,Travel,0
6940,464,2024-12-13,1177.94,Electronics,0
6941,20,2025-11-25,654.4,Online Retail,0
6942,129,2025-02-11,3443.38,Online Retail,1
6943,414,2024-10-27,8248.31,Dining,0
6944,424,2024-11-02,2546.13,Dining,0
6945,183,2024-08-01,4708.29,Entertainment,0
6946,98,2025-11-11,1538.32,Online Retail,0
6947,448,2024-05-05,2995.32,Travel,0
6948,217,2026-06-07,106.0,Travel,0
6949,473,2024-09-13,1397.95,Entertainment,0
6950,463,2024-01-10,630.52,Dining,0
6951,151,2025-10-11,11366.31,Grocery,0
6952,538,2025-11-24,2390.01,Electronics,0
6953,109,2025-08-22,15947.21,Grocery,0
6954,280,2024-12-18,2364.2,Grocery,0
6955,412,2024-06-16,3398.41,Travel,0
6956,621,2026-05-01,2114.85,Dining,0
6957,659,2025-04-23,1624.9,Entertainment,0
6958,486,2025-04-08,3294.83,Healthcare,0
6959,465,2024-07-27,4524.64,Online Retail,0
6960,351,2026-02-01,882.59,Entertainment,0
6961,339,2026-07-01,1585.49,Travel,0
6962,390,2025-09-20,414.26,Entertainment,0
6963,655,2025-12-07,213.49,Grocery,0
6964,456,2025-11-22,4520.62,Grocery,0
6965,574,2024-06-17,4110.78,Healthcare,0
6966,387,2025-03-28,1952.76,Dining,0
6967,513,2024-10-09,4116.58,Healthcare,0
6968,596,2025-01-27,4698.48,Electronics,0
6969,307,2026-04-11,6164.96,Travel,0
6970,452,2026-03-21,115.69,Healthcare,0
6971,344,2025-06-27,2462.83,Grocery,0
6972,358,2024-04-23,639.62,Entertainment,0
6973,186,2024-12-13,1035.37,Entertainment,0
6974,586,2025-12-06,935.79,Travel,0
6975,572,2025-08-06,3170.41,Travel,0
6976,645,2025-06-28,1323.24,Electronics,0
6977,200,2025-01-14,113.04,Electronics,0
6978,700,2026-08-03,3680.18,Healthcare,0
6979,493,2026-06-07,619.69,Entertainment,0
6980,239,2025-09-20,661.08,Online Retail,0
6981,613,2026-05-01,17638.63,Online Retail,0
6982,392,2024-06-23,7477.32,Grocery,0
6983,387,2024-06-05,1328.0,Electronics,0
6984,530,2025-11-26,797.07,Travel,0
6985,110,2025-10-22,4361.39,Dining,0
6986,326,2024-08-26,20938.19,Electronics,0
6987,18,2026-03-27,8973.78,Dining,0
6988,299,2025-12-29,4718.76,Fuel,0
6989,472,2024-07-24,8917.49,Dining,0
6990,692,2025-08-17,3860.27,Online Retail,0
6991,158,2026-04-29,8442.44,Online Retail,1
6992,613,2026-01-19,1123.26,Dining,0
6993,28,2025-02-13,6037.89,Electronics,0
6994,10,2026-03-09,2247.45,Entertainment,0
6995,241,2024-10-27,4592.21,Dining,0
6996,203,2026-08-08,9261.74,Dining,0
6997,408,2026-08-17,1798.37,Fuel,0
6998,136,2024-10-20,1034.95,Online Retail,0
6999,387,2025-11-01,6501.8,Fuel,0
7000,692,2026-07-27,3113.24,Healthcare,1
7001,118,2024-10-10,3397.38,Electronics,0
7002,303,2025-11-28,985.69,Online Retail,0
7003,423,2025-05-31,4324.43,Healthcare,0
7004,301,2025-03-08,5516.21,Online Retail,0
7005,288,2025-09-19,1333.21,Fuel,0
7006,27,2025-04-10,2216.24,Travel,0
7007,335,2025-11-25,1352.63,Entertainment,0
7008,649,2026-07-24,3986.0,Online Retail,0
7009,613,2024-07-23,7426.69,Travel,0
7010,559,2024-06-20,1500.44,Entertainment,0
7011,55,2025-08-24,11129.65,Entertainment,0
7012,88,2026-07-26,2048.84,Dining,0
7013,370,2026-04-06,3134.39,Grocery,0
7014,209,2025-01-29,16348.0,Electronics,0
7015,122,2026-02-22,4164.83,Entertainment,0
7016,130,2026-06-08,2125.84,Entertainment,0
7017,128,2024-10-13,5390.76,Healthcare,0
7018,65,2024-04-12,1333.57,Electronics,0
7019,428,2026-08-03,1434.75,Dining,0
7020,290,2024-06-03,618.08,Fuel,0
7021,469,2024-01-13,1168.2,Grocery,0
7022,151,2024-11-07,2083.48,Fuel,0
7023,425,2026-01-29,3870.57,Healthcare,1
7024,130,2025-12-28,4229.29,Healthcare,0
7025,647,2024-11-05,1847.23,Dining,0
7026,121,2025-10-30,3203.49,Online Retail,0
7027,557,2026-07-06,7925.64,Online Retail,0
7028,480,2024-01-07,5130.63,Dining,0
7029,140,2026-04-19,1005.32,Dining,0
7030,64,2025-08-08,2514.39,Healthcare,0
7031,446,2026-05-09,7055.78,Electronics,0
7032,31,2024-02-17,1204.98,Healthcare,0
7033,435,2024-09-02,919.47,Grocery,0
7034,475,2025-01-08,1334.04,Electronics,1
7035,453,2026-02-15,2144.39,Entertainment,0
7036,684,2025-10-22,986.2,Online Retail,0
7037,301,2024-11-20,1395.71,Travel,0
7038,352,2024-08-23,8148.06,Grocery,0
7039,664,2025-03-12,7216.37,Dining,0
7040,603,2024-06-10,87.9,Entertainment,0
7041,325,2026-05-31,287.68,Fuel,0
7042,296,2026-03-21,5125.25,Grocery,0
7043,553,2025-12-03,1270.96,Healthcare,0
7044,396,2025-04-12,859.09,Dining,0
7045,337,2025-09-16,3613.62,Travel,1
7046,572,2024-09-04,4554.6,Fuel,0
7047,552,2024-05-05,5066.76,Healthcare,0
7048,291,2024-08-14,4729.09,Healthcare,0
7049,277,2025-06-08,3829.76,Electronics,0
7050,469,2026-07-24,1977.96,Electronics,0
7051,1,2024-04-30,5832.36,Healthcare,0
7052,548,2024-10-24,5501.71,Travel,0
7053,350,2024-03-14,6487.81,Entertainment,0
7054,612,2025-03-06,927.3,Electronics,0
7055,384,2026-07-11,872.0,Entertainment,0
7056,272,2024-02-19,16798.96,Dining,0
7057,81,2025-07-31,6515.63,Grocery,0
7058,1,2024-05-30,1314.18,Grocery,0
7059,466,2024-01-06,1936.84,Dining,0
7060,140,2025-06-08,4630.22,Grocery,0
7061,598,2025-04-02,5191.58,Entertainment,0
7062,347,2026-05-27,187.91,Grocery,0
7063,608,2024-10-06,3499.93,Healthcare,0
7064,327,2025-09-10,5505.63,Healthcare,0
7065,264,2024-05-30,1401.23,Entertainment,0
7066,99,2025-07-18,197.31,Electronics,0
7067,288,2026-03-09,4882.24,Online Retail,0
7068,575,2025-01-10,468.93,Online Retail,0
7069,601,2024-05-29,7552.2,Healthcare,0
7070,335,2025-05-07,766.71,Healthcare,0
7071,699,2024-06-11,3174.83,Grocery,0
7072,26,2025-09-22,247.29,Online Retail,0
7073,37,2024-08-14,3062.18,Electronics,0
7074,43,2025-10-06,2522.21,Grocery,0
7075,44,2025-11-25,1901.75,Online Retail,0
7076,4,2026-09-01,1383.85,Dining,0
7077,38,2024-07-04,1984.27,Healthcare,0
7078,558,2026-06-27,1450.72,Online Retail,0
7079,324,2024-11-09,4573.91,Electronics,0
7080,547,2024-05-30,3242.54,Travel,0
7081,550,2026-05-29,2903.9,Healthcare,0
7082,484,2025-07-10,3091.33,Fuel,0
7083,66,2025-07-05,1645.33,Electronics,0
7084,86,2024-10-21,3687.08,Online Retail,0
7085,483,2024-06-17,5551.04,Online Retail,0
7086,669,2024-02-29,4141.56,Entertainment,0
7087,120,2026-04-18,5429.62,Fuel,0
7088,445,2024-01-21,4486.0,Healthcare,0
7089,24,2025-05-14,3571.09,Healthcare,0
7090,140,2024-09-17,616.98,Electronics,0
7091,417,2026-03-24,1148.52,Dining,0
7092,458,2025-11-16,242.96,Dining,1
7093,416,2024-03-17,5544.74,Electronics,0
7094,317,2024-05-05,638.84,Fuel,0
7095,199,2024-06-06,1014.93,Healthcare,0
7096,560,2025-11-26,1758.44,Grocery,0
7097,226,2024-03-30,1771.4,Entertainment,0
7098,499,2024-08-16,2111.94,Healthcare,0
7099,248,2025-04-14,5666.83,Fuel,0
7100,362,2024-06-29,3518.92,Healthcare,0
7101,651,2025-01-12,4270.65,Healthcare,0
7102,279,2024-10-23,892.64,Entertainment,0
7103,607,2025-02-09,4350.2,Grocery,1
7104,43,2024-01-28,830.67,Entertainment,0
7105,370,2024-12-23,2038.98,Fuel,0
7106,359,2025-06-07,1333.38,Healthcare,0
7107,675,2025-02-17,1426.06,Dining,0
7108,186,2026-07-06,13696.91,Dining,0
7109,408,2025-01-06,1549.85,Online Retail,0
7110,411,2024-10-23,156.94,Dining,0
7111,72,2024-06-04,5352.79,Travel,0
7112,697,2025-08-21,2222.05,Electronics,0
7113,342,2025-07-08,4122.44,Grocery,0
7114,306,2024-02-20,1014.14,Entertainment,1
7115,627,2026-04-27,2116.67,Dining,0
7116,48,2026-08-12,2456.74,Travel,0
7117,464,2026-08-27,2440.41,Fuel,0
7118,14,2026-01-28,2224.42,Entertainment,0
7119,667,2024-04-24,5066.71,Online Retail,0
7120,568,2026-05-23,5719.96,Fuel,0
7121,372,2025-02-04,967.24,Healthcare,0
7122,275,2026-04-22,5439.52,Grocery,0
7123,639,2024-08-23,1093.13,Entertainment,0
7124,172,2025-10-31,3892.27,Online Retail,0
7125,537,2025-07-06,124.54,Healthcare,0
7126,290,2025-03-23,5109.13,Electronics,0
7127,576,2024-12-17,3547.71,Travel,0
7128,524,2024-02-22,1184.67,Online Retail,0
7129,695,2026-05-05,2658.06,Entertainment,0
7130,423,2025-12-05,2216.52,Electronics,0
7131,212,2026-06-30,2941.96,Online Retail,0
7132,622,2025-05-19,3015.35,Travel,0
7133,440,2024-11-12,2252.3,Entertainment,0
7134,493,2025-08-23,8403.79,Fuel,0
7135,180,2024-12-13,1568.19,Dining,0
7136,372,2026-07-04,3814.65,Entertainment,0
7137,598,2025-06-05,3353.54,Electronics,0
7138,257,2025-10-22,1742.57,Dining,0
7139,411,2025-09-11,7613.67,Online Retail,0
7140,145,2025-01-13,888.65,Dining,0
7141,124,2026-01-03,4482.89,Electronics,0
7142,540,2025-04-24,3786.14,Travel,0
7143,295,2024-04-07,3490.5,Healthcare,0
7144,144,2025-02-02,2633.65,Electronics,0
7145,128,2024-02-19,5407.57,Online Retail,0
7146,88,2025-12-17,576.8,Electronics,0
7147,321,2025-10-23,1139.93,Dining,0
7148,218,2026-05-23,3623.91,Dining,0
7149,55,2025-04-11,1234.97,Electronics,0
7150,337,2026-08-24,987.73,Healthcare,0
7151,676,2025-10-17,6871.77,Travel,0
7152,686,2025-01-11,7177.82,Fuel,0
7153,418,2024-10-21,3832.38,Travel,0
7154,405,2026-07-13,1269.54,Dining,0
7155,694,2024-06-16,1610.59,Grocery,0
7156,531,2024-01-17,3088.09,Electronics,0
7157,122,2024-04-18,2100.79,Electronics,1
7158,369,2025-11-03,4614.61,Online Retail,0
7159,270,2026-02-05,735.71,Fuel,0
7160,102,2025-05-11,763.31,Electronics,0
7161,652,2025-01-27,2266.88,Grocery,0
7162,413,2024-06-27,7206.02,Travel,0
7163,485,2024-03-21,3740.8,Dining,0
7164,555,2025-12-27,2845.75,Grocery,0
7165,50,2024-08-28,2829.66,Fuel,0
7166,222,2026-08-18,6946.14,Dining,0
7167,619,2026-04-19,9928.77,Electronics,0
7168,143,2026-01-21,705.62,Dining,0
7169,133,2025-04-14,3147.09,Entertainment,0
7170,432,2024-12-15,3419.66,Entertainment,0
7171,184,2026-04-12,1621.02,Dining,0
7172,582,2024-02-16,1084.1,Entertainment,0
7173,513,2026-07-10,186.12,Healthcare,0
7174,539,2026-03-13,2666.83,Travel,0
7175,498,2024-03-06,9504.1,Electronics,0
7176,105,2024-08-01,5433.17,Grocery,0
7177,463,2026-07-08,2685.84,Grocery,0
7178,121,2025-10-08,3643.83,Dining,0
7179,4,2024-12-27,2596.44,Grocery,0
7180,684,2026-03-23,2578.93,Online Retail,0
7181,175,2025-11-11,5446.63,Travel,0
7182,488,2026-06-20,2756.75,Electronics,0
7183,242,2025-01-28,678.45,Travel,0
7184,491,2025-07-27,902.43,Fuel,0
7185,281,2025-08-22,1681.09,Electronics,0
7186,309,2024-02-11,3514.66,Travel,0
7187,52,2025-10-15,975.14,Travel,0
7188,325,2025-11-30,202.72,Entertainment,0
7189,473,2024-05-09,1825.65,Grocery,0
7190,500,2026-03-02,4026.32,Electronics,0
7191,624,2025-02-24,5815.69,Entertainment,0
7192,413,2025-02-20,1108.01,Online Retail,0
7193,693,2024-07-20,2203.65,Travel,0
7194,440,2026-04-10,761.48,Grocery,0
7195,559,2024-04-26,1518.01,Online Retail,0
7196,104,2026-08-12,268.5,Online Retail,1
7197,142,2025-07-31,527.75,Entertainment,0
7198,412,2024-08-18,501.94,Grocery,0
7199,358,2025-10-25,6067.06,Entertainment,0
7200,346,2025-11-29,973.47,Fuel,0
7201,642,2024-09-08,4715.04,Fuel,0
7202,334,2026-05-04,538.26,Healthcare,0
7203,47,2024-01-08,2370.86,Travel,0
7204,367,2024-05-03,3181.61,Fuel,0
7205,160,2026-08-04,3774.1,Entertainment,0
7206,24,2026-01-11,160.8,Fuel,0
7207,186,2025-04-07,3860.94,Entertainment,0
7208,1,2024-11-04,4379.11,Grocery,0
7209,427,2025-09-27,826.47,Healthcare,0
7210,326,2025-11-04,4108.14,Entertainment,0
7211,667,2024-03-14,9105.78,Fuel,0
7212,44,2025-02-26,4045.86,Grocery,0
7213,338,2025-08-27,49.94,Electronics,0
7214,641,2025-07-27,3841.39,Travel,0
7215,395,2026-01-13,520.37,Online Retail,0
7216,253,2026-06-08,3198.5,Healthcare,0
7217,448,2024-02-16,4142.47,Electronics,1
7218,191,2025-06-03,3174.86,Electronics,0
7219,597,2025-05-25,5113.58,Electronics,0
7220,466,2024-07-21,1068.55,Electronics,0
7221,201,2024-05-18,4265.74,Dining,0
7222,54,2026-05-31,1698.33,Healthcare,0
7223,439,2024-05-23,4171.15,Dining,0
7224,629,2025-03-07,653.3,Healthcare,0
7225,648,2025-08-22,1185.19,Fuel,0
7226,465,2025-04-10,4767.01,Online Retail,0
7227,658,2025-08-26,2273.68,Dining,0
7228,571,2024-01-28,1016.14,Healthcare,0
7229,268,2025-06-23,4947.75,Grocery,0
7230,593,2026-02-27,1191.49,Dining,0
7231,79,2025-05-12,3616.02,Dining,0
7232,623,2026-08-25,1269.56,Healthcare,0
7233,648,2025-04-03,9046.38,Travel,0
7234,395,2024-10-27,2787.31,Electronics,0
7235,645,2025-04-14,2371.71,Fuel,0
7236,94,2024-10-19,5752.66,Fuel,0
7237,69,2024-11-22,1089.99,Dining,0
7238,241,2025-03-17,4601.66,Fuel,0
7239,57,2024-09-07,951.99,Dining,0
7240,168,2024-02-03,2230.13,Electronics,0
7241,130,2024-09-16,1400.58,Healthcare,0
7242,320,2024-01-30,571.73,Electronics,0
7243,453,2026-06-04,582.23,Online Retail,0
7244,140,2026-04-26,1420.07,Electronics,0
7245,212,2024-09-17,4371.47,Healthcare,0
7246,517,2026-05-23,16768.33,Electronics,0
7247,169,2024-12-31,596.43,Online Retail,0
7248,234,2024-12-29,2182.61,Entertainment,1
7249,560,2025-05-06,1723.12,Entertainment,0
7250,277,2026-06-08,4526.47,Electronics,0
7251,171,2025-12-25,7143.03,Online Retail,0
7252,562,2025-09-11,2970.0,Travel,0
7253,673,2026-01-27,651.59,Grocery,0
7254,632,2026-05-03,1735.58,Entertainment,0
7255,307,2025-12-04,3768.26,Fuel,0
7256,16,2025-04-01,1824.74,Dining,1
7257,296,2024-10-22,812.23,Fuel,0
7258,536,2025-03-30,2437.08,Electronics,0
7259,661,2024-06-08,1922.66,Entertainment,0
7260,49,2025-08-14,3124.19,Dining,0
7261,85,2026-03-07,4721.2,Fuel,0
7262,202,2024-01-28,6833.21,Entertainment,0
7263,81,2026-05-02,10223.79,Electronics,0
7264,124,2025-09-14,13621.07,Entertainment,0
7265,304,2026-06-09,420.87,Dining,0
7266,177,2025-11-21,3414.51,Grocery,0
7267,411,2026-04-16,189.75,Dining,0
7268,664,2026-01-02,2989.59,Dining,0
7269,356,2024-12-18,4286.84,Fuel,0
7270,356,2025-06-10,466.79,Fuel,0
7271,669,2024-05-29,10616.51,Travel,0
7272,425,2026-03-27,509.74,Entertainment,0
7273,696,2025-10-15,749.07,Travel,0
7274,647,2025-07-23,4337.56,Online Retail,0
7275,29,2025-09-25,3457.46,Entertainment,0
7276,657,2025-11-13,3528.59,Electronics,0
7277,116,2024-08-29,16.78,Dining,0
7278,188,2025-08-20,3748.51,Grocery,0
7279,388,2025-08-27,3270.11,Healthcare,0
7280,541,2025-11-03,1356.91,Healthcare,0
7281,666,2026-08-31,295.95,Entertainment,0
7282,323,2024-11-24,2383.51,Entertainment,0
7283,196,2024-06-13,4812.85,Healthcare,0
7284,270,2026-08-25,6264.92,Travel,0
7285,257,2025-01-04,1771.7,Dining,0
7286,206,2024-10-04,7051.95,Grocery,0
7287,162,2025-01-16,249.63,Electronics,0
7288,497,2026-02-08,4867.54,Dining,0
7289,678,2024-07-27,2293.6,Healthcare,0
7290,418,2024-01-20,229.37,Healthcare,0
7291,108,2026-02-07,6092.93,Fuel,0
7292,468,2025-05-15,2332.48,Electronics,0
7293,396,2025-11-20,5175.29,Travel,0
7294,281,2024-09-15,2105.12,Electronics,0
7295,17,2024-07-30,2043.81,Healthcare,0
7296,544,2025-03-26,1331.03,Healthcare,0
7297,422,2026-04-16,2442.27,Fuel,0
7298,165,2025-12-18,3615.66,Travel,0
7299,275,2025-02-19,2202.79,Healthcare,0
7300,370,2024-06-09,534.44,Healthcare,0
7301,396,2025-06-21,3367.79,Fuel,0
7302,460,2024-02-23,3370.71,Healthcare,0
7303,57,2025-10-29,503.47,Fuel,0
7304,375,2025-02-25,1172.12,Entertainment,0
7305,64,2026-05-02,453.78,Travel,0
7306,116,2026-08-01,2501.81,Electronics,0
7307,65,2024-08-09,4280.71,Travel,0
7308,435,2024-04-23,3836.09,Electronics,0
7309,585,2025-07-31,292.48,Online Retail,1
7310,678,2024-02-17,2366.43,Electronics,0
7311,507,2025-10-16,672.36,Dining,0
7312,548,2026-05-06,419.38,Grocery,0
7313,90,2026-05-14,2372.76,Dining,0
7314,5,2026-01-17,1377.38,Online Retail,0
7315,222,2026-01-22,9345.79,Travel,0
7316,254,2024-09-01,10140.26,Healthcare,0
7317,306,2026-06-10,4266.08,Healthcare,0
