PAYMENT_ID,LOAN_ID,PAYMENT_DATE,LATE_PAYMENT_FLAG
2061,185,2023-10-01,0
2062,247,2022-03-04,0
2063,233,2020-01-02,1
2064,219,2025-07-27,1
2065,94,2023-09-10,1
2066,110,2021-06-29,0
2067,24,2022-06-13,0
2068,95,2023-09-09,0
2069,47,2019-04-28,0
2070,282,2025-01-03,0
2071,28,2020-03-29,0
2072,110,2018-04-04,1
2073,267,2022-07-10,0
2074,287,2025-08-06,0
2075,114,2024-05-10,0
2076,140,2020-09-03,0
2077,158,2021-06-14,0
2078,247,2023-03-02,0
2079,231,2020-01-08,0
2080,158,2025-02-09,0
2081,112,2020-07-23,1
2082,112,2019-11-18,0
2083,195,2018-10-29,0
2084,251,2024-01-04,0
2085,24,2018-03-21,0
2086,231,2024-12-25,0
2087,145,2026-06-08,0
2088,44,2018-12-18,0
2089,29,2018-11-02,0
2090,102,2026-02-06,0
2091,75,2019-01-31,0
2092,32,2021-07-14,0
2093,89,2025-07-20,0
2094,251,2019-03-17,0
2095,216,2023-10-02,1
2096,63,2021-04-26,0
2097,203,2021-10-12,0
2098,136,2026-01-26,1
2099,225,2023-08-17,1
2100,75,2020-10-08,0
2101,19,2026-02-08,0
2102,94,2023-01-13,1
2103,299,2018-11-11,0
2104,167,2021-05-28,0
2105,17,2020-02-11,0
2106,293,2023-07-27,1
2107,248,2025-06-16,0
2108,164,2018-05-04,0
2109,223,2024-10-07,0
2110,56,2025-12-11,0
2111,178,2026-08-14,0
2112,274,2023-09-25,0
2113,132,2020-09-20,0
2114,12,2019-04-06,1
2115,228,2026-03-11,0
2116,220,2021-07-29,0
2117,222,2020-12-24,0
2118,195,2024-05-12,0
2119,42,2024-03-13,1
2120,35,2025-01-06,0
2121,238,2025-08-26,0
2122,257,2025-08-08,0
2123,24,2019-06-25,0
2124,175,2019-06-21,0
2125,151,2019-10-14,0
2126,106,2023-06-10,0
2127,194,2023-01-14,0
2128,275,2025-06-07,0
2129,247,2025-04-25,0
2130,46,2025-01-19,0
2131,139,2018-09-07,1
2132,281,2024-01-12,0
2133,72,2025-05-17,0
2134,257,2026-07-08,0
2135,148,2020-12-22,0
2136,157,2024-09-25,0
2137,76,2021-07-10,0
2138,276,2019-05-25,0
2139,159,2020-12-12,0
2140,173,2020-03-06,0
2141,139,2025-11-25,0
2142,27,2019-07-11,0
2143,235,2019-02-19,0
2144,99,2023-01-10,1
2145,73,2022-12-24,0
2146,235,2022-11-12,0
2147,60,2019-04-14,0
2148,205,2022-04-28,0
2149,143,2026-01-18,0
2150,240,2018-10-12,0
2151,16,2024-12-01,0
2152,233,2019-02-03,0
2153,69,2020-01-11,0
2154,262,2025-10-14,0
2155,107,2020-07-31,0
2156,3,2022-07-12,0
2157,147,2021-04-22,0
2158,17,2023-04-29,1
2159,81,2021-07-07,0
2160,216,2021-11-06,0
2161,169,2025-01-31,1
2162,213,2022-10-21,0
2163,264,2022-11-23,0
2164,141,2024-12-25,0
2165,164,2021-09-16,1
2166,18,2025-02-20,0
2167,87,2024-03-27,0
2168,218,2025-08-29,0
2169,19,2021-12-20,0
2170,108,2022-11-04,0
2171,41,2019-02-11,0
2172,258,2018-12-19,1
2173,169,2018-12-07,0
2174,194,2023-06-28,0
2175,206,2020-10-28,0
2176,68,2020-07-03,0
2177,15,2023-03-24,0
2178,120,2021-06-15,0
2179,56,2019-03-03,0
2180,97,2022-10-31,0
2181,96,2022-10-08,0
2182,235,2019-03-19,0
2183,96,2020-05-03,1
2184,46,2020-01-22,0
2185,288,2024-01-11,1
2186,15,2020-02-28,0
2187,62,2018-03-31,0
2188,105,2020-04-24,0
2189,19,2022-01-24,0
2190,270,2024-09-01,1
2191,106,2018-06-15,0
2192,235,2025-08-21,1
2193,41,2020-11-12,0
2194,157,2020-12-20,0
2195,38,2018-02-19,0
2196,70,2020-05-24,1
2197,123,2022-01-25,0
2198,259,2023-06-06,0
2199,92,2024-08-25,1
2200,227,2022-07-13,0
2201,28,2018-11-14,0
2202,76,2021-05-24,1
2203,182,2024-05-16,0
2204,141,2023-07-18,0
2205,151,2023-01-24,0
2206,204,2022-05-29,0
2207,24,2022-05-17,0
2208,209,2026-08-10,0
2209,259,2023-03-13,0
2210,230,2023-03-06,0
2211,86,2020-11-29,0
2212,106,2022-04-01,1
2213,289,2024-02-27,0
2214,237,2025-06-09,0
2215,280,2024-10-04,1
2216,275,2023-09-28,0
2217,131,2024-09-29,0
2218,39,2018-04-15,1
2219,69,2020-05-03,0
2220,89,2020-02-09,0
2221,251,2023-09-02,0
2222,83,2024-07-13,0
2223,109,2019-04-14,0
2224,256,2019-09-03,0
2225,50,2022-04-18,1
2226,200,2026-05-24,0
2227,166,2018-01-09,0
2228,296,2025-08-16,0
2229,147,2019-09-05,0
2230,157,2020-04-30,1
2231,256,2023-06-24,0
2232,298,2024-04-26,0
2233,219,2025-07-31,0
2234,210,2018-01-18,0
2235,263,2018-06-05,0
2236,294,2022-02-23,0
2237,221,2022-11-04,0
2238,88,2020-04-05,0
2239,193,2023-07-10,0
2240,71,2020-04-19,0
2241,151,2026-01-30,0
2242,134,2019-07-16,0
2243,297,2023-09-06,0
2244,167,2022-08-06,0
2245,288,2018-11-23,0
2246,243,2023-03-30,1
2247,255,2019-04-10,0
2248,51,2022-09-05,0
2249,233,2023-07-06,0
2250,76,2018-08-17,0
2251,174,2019-11-14,0
2252,146,2020-07-25,1
2253,78,2026-01-18,0
2254,296,2019-12-02,0
2255,263,2025-12-24,0
2256,173,2022-08-18,0
2257,4,2026-03-23,0
2258,55,2025-03-16,1
2259,69,2020-07-16,0
2260,292,2022-11-08,0
2261,122,2024-03-19,1
2262,15,2018-09-06,0
2263,176,2023-10-01,0
2264,286,2021-12-26,1
2265,169,2018-04-23,0
2266,134,2025-07-07,0
2267,53,2020-04-20,0
2268,264,2025-07-30,1
2269,32,2019-10-17,0
2270,281,2022-09-11,0
2271,67,2021-03-19,0
2272,42,2025-09-28,1
2273,105,2026-04-06,0
2274,2,2024-09-04,0
2275,5,2025-05-01,1
2276,56,2024-08-31,0
2277,208,2020-07-17,0
2278,245,2025-12-23,0
2279,75,2022-08-06,0
2280,194,2020-12-23,0
2281,106,2019-09-01,0
2282,130,2024-02-26,0
2283,101,2020-05-28,0
2284,268,2023-08-29,0
2285,154,2018-07-25,0
2286,152,2023-07-03,1
2287,258,2023-07-28,0
2288,198,2022-07-20,0
2289,45,2023-09-11,0
2290,57,2026-08-13,0
2291,103,2025-04-08,0
2292,30,2021-10-23,0
2293,208,2025-07-22,1
2294,149,2026-04-10,0
2295,14,2019-05-22,0
2296,121,2021-02-10,0
2297,249,2024-06-10,0
2298,273,2022-06-19,0
2299,289,2019-03-03,0
2300,277,2022-02-04,0
2301,183,2021-03-29,0
2302,279,2024-05-28,0
2303,287,2022-06-21,0
2304,191,2019-03-19,0
2305,124,2018-06-06,0
2306,290,2020-06-28,0
2307,125,2019-05-12,0
2308,50,2025-08-06,0
2309,32,2020-05-08,1
2310,171,2023-07-02,0
2311,11,2019-02-08,0
2312,36,2021-10-30,1
2313,74,2026-02-05,0
2314,159,2023-07-31,0
2315,144,2020-07-01,0
2316,154,2024-06-25,0
2317,153,2022-05-06,0
2318,299,2020-01-15,0
2319,66,2026-08-22,0
2320,143,2026-02-16,0
2321,184,2022-11-29,1
2322,83,2018-04-16,0
2323,55,2021-07-26,1
2324,14,2022-06-16,0
2325,98,2026-01-22,0
2326,77,2024-05-09,1
2327,59,2019-12-06,0
2328,82,2022-06-03,0
2329,209,2019-07-23,0
2330,249,2022-02-09,0
2331,155,2022-08-22,0
2332,20,2022-06-02,1
2333,221,2021-09-14,0
2334,46,2021-10-16,0
2335,18,2024-11-28,0
2336,171,2022-05-21,0
2337,128,2018-05-14,0
2338,94,2024-06-03,0
2339,291,2023-05-10,0
2340,28,2024-01-12,0
2341,17,2024-02-29,0
2342,177,2019-07-03,0
2343,126,2026-06-05,0
2344,241,2026-08-02,0
2345,13,2019-04-07,0
2346,126,2019-11-25,0
2347,44,2020-02-19,0
2348,13,2026-05-18,0
2349,139,2026-01-31,0
2350,221,2020-04-19,1
2351,48,2023-06-20,1
2352,253,2020-02-10,0
2353,156,2018-05-01,1
2354,145,2019-12-31,0
2355,277,2018-09-02,0
2356,99,2025-05-07,0
2357,61,2024-10-22,0
2358,236,2019-08-07,0
2359,33,2022-12-02,1
2360,262,2019-10-12,0
2361,248,2022-11-26,0
2362,294,2025-10-07,0
2363,139,2025-08-17,0
2364,187,2025-03-22,0
2365,265,2020-02-03,0
2366,40,2019-08-27,0
2367,92,2019-05-23,0
2368,142,2019-02-07,0
2369,189,2023-04-28,0
2370,204,2023-09-16,0
2371,277,2025-08-25,0
2372,147,2018-10-14,0
2373,52,2020-04-19,0
2374,57,2024-04-23,0
2375,241,2023-11-27,0
2376,139,2021-09-15,1
2377,190,2019-04-28,0
2378,169,2022-03-13,0
2379,244,2019-06-29,1
2380,66,2022-08-23,0
2381,52,2025-10-25,1
2382,221,2019-09-12,0
2383,131,2019-01-09,1
2384,245,2024-05-24,0
2385,39,2018-03-19,0
2386,82,2026-07-11,0
2387,289,2024-09-19,0
2388,254,2021-07-01,0
2389,19,2021-02-21,0
2390,246,2021-05-09,0
2391,20,2021-06-09,1
2392,37,2025-04-12,0
2393,270,2024-12-07,0
2394,38,2019-10-10,0
2395,91,2019-07-24,0
2396,41,2022-09-08,1
2397,180,2023-08-21,0
2398,18,2024-04-21,0
2399,87,2020-09-19,0
2400,98,2022-03-08,0
2401,195,2018-11-27,0
2402,149,2021-12-13,0
2403,58,2023-12-17,0
2404,140,2020-08-21,0
2405,138,2020-10-05,0
2406,107,2022-01-03,0
2407,161,2025-07-06,0
2408,98,2023-03-28,0
2409,101,2025-12-19,0
2410,236,2018-07-15,0
2411,76,2025-05-12,0
2412,99,2018-05-19,0
2413,43,2020-10-17,0
2414,210,2021-09-12,0
2415,212,2020-01-20,0
2416,204,2026-07-30,0
2417,51,2025-09-27,0
2418,136,2022-12-14,0
2419,88,2021-12-05,0
2420,230,2024-08-08,0
2421,102,2024-02-19,0
2422,125,2022-03-02,0
2423,137,2025-03-03,0
2424,229,2019-09-03,0
2425,211,2020-05-29,0
2426,246,2018-02-25,0
2427,129,2019-01-13,0
2428,246,2019-09-22,0
2429,262,2023-06-02,0
2430,158,2025-06-01,0
2431,204,2023-02-12,0
2432,273,2021-11-11,0
2433,252,2020-05-05,0
2434,83,2018-11-18,0
2435,215,2023-01-26,0
2436,134,2019-03-22,1
2437,45,2024-11-07,0
2438,112,2021-07-18,0
2439,294,2021-01-13,0
2440,288,2018-03-26,1
2441,236,2020-02-07,0
2442,298,2018-02-12,0
2443,172,2024-04-14,0
2444,228,2022-03-31,0
2445,50,2024-10-24,0
2446,90,2022-11-25,0
2447,52,2026-04-10,0
2448,282,2024-10-17,0
2449,185,2019-04-13,0
2450,280,2019-01-05,0
2451,125,2025-09-16,0
2452,122,2020-05-02,0
2453,203,2024-08-19,1
2454,171,2023-06-14,0
2455,112,2024-02-01,1
2456,96,2020-04-24,0
2457,154,2020-09-18,0
2458,23,2022-10-23,0
2459,57,2018-03-12,0
2460,14,2020-09-13,0
2461,47,2022-05-26,0
2462,60,2019-10-10,0
2463,23,2020-06-23,0
2464,17,2026-07-11,0
2465,246,2020-07-06,0
2466,55,2025-10-28,0
2467,167,2026-01-14,0
2468,30,2023-11-04,0
2469,285,2019-04-30,0
2470,72,2019-10-14,0
2471,225,2026-02-05,0
2472,193,2018-01-05,1
2473,231,2022-05-15,0
2474,189,2023-03-03,0
2475,153,2025-04-07,0
2476,232,2025-10-04,0
2477,245,2020-06-16,0
2478,114,2022-05-11,0
2479,283,2023-06-30,0
2480,297,2026-05-14,1
2481,217,2022-10-29,0
2482,279,2019-01-21,1
2483,32,2026-01-04,0
2484,163,2022-06-11,0
2485,196,2019-07-22,0
2486,279,2019-08-26,0
2487,37,2019-10-10,1
2488,242,2024-04-02,0
2489,24,2026-03-24,0
2490,108,2021-10-29,0
2491,208,2018-11-07,0
2492,88,2025-09-13,0
2493,251,2023-07-03,0
2494,280,2022-12-13,0
2495,48,2018-07-11,0
2496,78,2026-05-31,0
2497,23,2018-09-01,0
2498,214,2023-04-17,0
2499,266,2023-03-06,0
2500,181,2022-06-15,0
2501,40,2022-10-12,0
2502,53,2021-06-13,0
2503,11,2022-12-20,0
2504,147,2021-02-25,0
2505,217,2022-02-08,0
2506,46,2023-11-17,1
2507,255,2024-06-08,0
2508,76,2019-05-01,0
2509,155,2026-08-08,1
2510,201,2018-11-03,0
2511,162,2020-05-23,0
2512,144,2021-01-03,0
2513,102,2020-10-21,0
2514,130,2021-01-19,1
2515,72,2020-10-19,0
2516,89,2021-10-12,1
2517,227,2024-08-13,0
2518,265,2025-03-04,0
2519,255,2021-01-06,0
2520,100,2020-03-29,1
2521,97,2023-11-13,1
2522,18,2018-07-08,0
2523,83,2021-11-12,0
2524,176,2019-11-28,0
2525,81,2023-04-09,0
2526,221,2018-09-05,0
2527,16,2025-03-09,1
2528,124,2020-05-04,0
2529,85,2022-06-16,0
2530,149,2022-12-17,1
2531,8,2022-02-13,0
2532,126,2021-11-19,0
2533,237,2020-04-25,0
2534,258,2024-09-11,0
2535,77,2022-06-22,0
2536,129,2019-11-15,0
2537,208,2020-04-10,0
2538,140,2021-10-20,0
2539,163,2025-04-24,0
2540,103,2026-05-02,1
2541,252,2021-05-16,0
2542,190,2021-06-04,1
2543,289,2019-02-13,0
2544,234,2022-09-24,1
2545,111,2020-01-30,0
2546,99,2025-02-07,0
2547,27,2022-08-20,0
2548,187,2019-12-04,1
2549,225,2025-12-10,1
2550,107,2025-01-25,0
2551,7,2020-08-09,0
2552,248,2019-01-16,0
2553,67,2020-04-17,0
2554,175,2021-04-07,0
2555,16,2021-07-11,0
2556,19,2025-02-16,0
2557,270,2026-05-22,1
2558,202,2024-06-23,0
2559,2,2025-04-29,0
2560,31,2019-02-01,0
2561,148,2019-04-19,0
2562,205,2025-11-15,0
2563,128,2023-04-28,0
2564,262,2020-01-17,0
2565,196,2024-11-12,0
2566,185,2019-07-08,0
2567,87,2024-08-28,0
2568,205,2025-08-27,0
2569,263,2022-03-28,0
2570,15,2023-09-10,0
2571,221,2024-05-05,0
2572,264,2025-08-19,0
2573,130,2023-01-22,0
2574,230,2020-07-18,0
2575,108,2019-09-30,0
2576,58,2021-01-30,0
2577,245,2018-06-27,0
2578,94,2024-01-21,0
2579,228,2021-03-15,0
2580,95,2024-03-02,0
2581,120,2018-07-16,1
2582,206,2020-10-16,0
2583,103,2021-06-04,0
2584,243,2018-10-05,0
2585,12,2025-03-09,0
2586,4,2023-03-07,0
2587,25,2025-04-27,1
2588,77,2024-12-13,0
2589,17,2018-04-18,0
2590,115,2025-07-02,1
2591,8,2018-08-09,0
2592,227,2025-07-21,0
2593,46,2023-10-22,0
2594,292,2025-02-07,0
2595,258,2022-05-02,0
2596,209,2019-05-23,0
2597,240,2019-04-18,1
2598,233,2019-01-11,0
2599,254,2024-12-25,0
2600,167,2022-08-17,0
2601,188,2019-11-17,0
2602,141,2019-01-31,0
2603,188,2018-09-05,0
2604,115,2020-03-28,0
2605,38,2024-06-30,0
2606,280,2025-09-26,1
2607,210,2023-04-10,0
2608,212,2026-08-19,0
2609,85,2021-06-02,0
2610,232,2020-11-18,0
2611,156,2024-01-03,1
2612,23,2019-03-03,1
2613,287,2025-11-25,0
2614,298,2024-10-05,0
2615,262,2018-04-19,0
2616,143,2019-08-16,0
2617,70,2023-06-11,0
2618,4,2024-05-27,0
2619,221,2019-11-22,1
2620,268,2024-06-22,0
2621,32,2022-02-10,0
2622,206,2023-11-08,0
2623,9,2021-09-04,1
2624,233,2021-12-09,0
2625,9,2021-05-19,0
2626,293,2019-05-12,0
2627,52,2019-08-26,0
2628,121,2019-06-15,0
2629,209,2024-12-16,0
2630,254,2021-09-02,0
2631,109,2021-04-16,0
2632,295,2025-06-02,0
2633,5,2025-09-09,1
2634,142,2020-01-11,0
2635,297,2021-01-27,0
2636,83,2021-07-27,0
2637,161,2025-04-12,0
2638,134,2023-10-28,0
2639,119,2022-09-20,0
2640,231,2020-01-15,0
2641,156,2021-05-05,0
2642,215,2018-04-02,0
2643,156,2024-02-07,0
2644,300,2025-12-19,0
2645,142,2024-10-26,0
2646,239,2020-09-06,0
2647,184,2022-03-09,1
2648,241,2026-04-20,0
2649,266,2021-09-08,0
2650,68,2025-04-10,0
2651,91,2023-01-03,0
2652,91,2022-04-29,1
2653,147,2023-01-27,0
2654,148,2019-12-09,0
2655,2,2021-09-09,0
2656,269,2020-08-21,0
2657,258,2024-07-26,1
2658,181,2023-04-23,1
2659,92,2021-06-19,0
2660,248,2025-02-17,0
2661,82,2021-12-05,0
2662,92,2026-04-07,0
2663,300,2023-04-01,0
2664,278,2025-09-05,1
2665,176,2026-07-22,0
2666,51,2020-11-01,0
2667,37,2020-04-05,0
2668,290,2025-03-30,1
2669,80,2020-01-05,1
2670,205,2024-07-09,0
2671,106,2019-07-15,0
2672,149,2025-07-16,0
2673,296,2023-12-23,0
2674,178,2022-07-08,1
2675,130,2021-11-22,1
2676,125,2023-07-11,0
2677,70,2021-05-15,0
2678,167,2021-06-13,0
2679,171,2019-10-09,1
2680,29,2019-05-15,0
2681,122,2025-09-22,1
2682,194,2024-06-29,0
2683,17,2021-11-04,1
2684,293,2025-03-18,0
2685,259,2023-04-08,0
2686,192,2023-03-12,0
2687,5,2018-12-23,0
2688,156,2022-09-01,0
2689,270,2018-12-08,1
2690,7,2023-12-06,0
2691,238,2018-08-02,1
2692,252,2022-06-17,0
2693,23,2021-03-09,0
2694,70,2019-02-19,1
2695,218,2022-02-06,0
2696,274,2019-09-28,1
2697,232,2020-02-14,1
2698,158,2025-09-18,0
2699,181,2021-01-12,0
2700,158,2021-07-02,0
2701,174,2018-01-20,0
2702,232,2020-08-09,0
2703,15,2021-01-16,0
2704,63,2024-03-26,0
2705,18,2019-01-13,0
2706,239,2026-01-22,1
2707,219,2019-02-11,0
2708,16,2023-08-29,1
2709,32,2018-01-15,0
2710,80,2025-02-07,0
2711,73,2024-01-14,0
2712,156,2025-04-05,0
2713,150,2026-01-27,0
2714,108,2025-03-25,0
2715,50,2023-05-22,0
2716,195,2025-04-08,0
2717,237,2018-11-01,0
2718,193,2023-08-05,0
2719,243,2026-07-31,0
2720,275,2021-04-09,0
2721,253,2026-06-16,0
2722,196,2022-05-24,0
2723,15,2022-01-22,1
2724,101,2020-08-08,0
2725,129,2018-12-08,0
2726,214,2025-08-06,0
2727,255,2024-03-31,0
2728,193,2021-06-21,0
2729,109,2026-05-03,0
2730,237,2019-08-06,1
2731,209,2024-10-01,0
2732,240,2021-12-02,0
2733,177,2023-05-31,0
2734,195,2018-04-28,1
2735,105,2023-04-18,0
2736,120,2023-11-21,0
2737,83,2026-06-24,0
2738,78,2020-12-31,0
2739,196,2018-08-20,1
2740,116,2018-07-15,0
2741,41,2019-04-19,0
2742,11,2020-08-06,0
2743,259,2025-03-15,0
2744,131,2019-09-10,0
2745,173,2019-04-05,1
2746,272,2018-04-11,0
2747,34,2021-04-28,0
2748,282,2023-03-26,0
2749,212,2020-06-10,0
2750,193,2022-04-18,0
2751,130,2020-02-10,0
2752,212,2024-12-07,0
2753,62,2018-03-23,1
2754,91,2019-09-28,0
2755,289,2022-11-28,0
2756,83,2025-04-21,1
2757,216,2021-06-24,0
2758,280,2018-08-09,0
2759,178,2022-10-13,0
2760,90,2020-05-06,0
2761,255,2020-08-22,0
2762,248,2025-12-29,0
2763,164,2026-02-28,0
2764,35,2020-03-30,0
2765,133,2023-02-16,0
2766,130,2022-09-09,0
2767,57,2026-05-02,0
2768,121,2026-03-15,0
2769,47,2021-01-13,0
2770,208,2018-03-22,0
2771,130,2018-01-08,0
2772,220,2018-01-15,0
2773,137,2024-10-09,0
2774,215,2024-05-31,0
2775,220,2025-03-04,1
2776,49,2019-03-18,0
2777,133,2018-07-05,0
2778,225,2019-06-24,0
2779,178,2023-06-03,0
2780,67,2018-01-29,0
2781,250,2023-09-24,0
2782,60,2025-09-15,0
2783,299,2019-04-07,1
2784,213,2024-05-28,0
2785,97,2022-10-16,0
2786,59,2026-03-09,0
2787,271,2020-02-09,0
2788,158,2019-12-20,0
2789,242,2018-02-22,0
2790,250,2024-02-11,0
2791,21,2025-07-07,0
2792,206,2018-03-01,0
2793,101,2022-04-06,0
2794,273,2024-04-11,0
2795,66,2024-10-10,0
2796,11,2026-01-24,0
2797,200,2024-04-07,1
2798,166,2025-12-24,0
2799,167,2026-08-13,1
2800,79,2026-01-15,0
2801,149,2021-10-18,0
2802,290,2021-07-12,0
2803,230,2021-09-15,0
2804,296,2026-03-29,0
2805,100,2020-06-11,0
2806,262,2024-07-09,0
2807,115,2023-06-03,0
2808,281,2018-07-15,0
2809,260,2022-03-20,0
2810,50,2019-09-09,0
2811,292,2024-04-26,1
2812,183,2021-11-17,0
2813,233,2021-02-02,0
2814,174,2018-07-27,0
2815,66,2019-02-19,0
2816,296,2024-08-15,1
2817,34,2025-06-23,0
2818,243,2020-07-10,0
2819,63,2025-03-06,0
2820,236,2022-10-14,0
2821,127,2021-01-16,0
2822,71,2021-11-30,0
2823,72,2023-12-26,0
2824,96,2025-11-18,0
2825,271,2022-04-08,1
2826,231,2021-01-02,0
2827,202,2024-08-06,0
2828,189,2022-07-21,0
2829,126,2021-05-20,0
2830,271,2021-12-26,0
2831,83,2022-08-23,0
2832,283,2019-03-20,0
2833,115,2018-07-03,0
2834,103,2023-10-06,0
2835,143,2019-07-08,0
2836,225,2022-08-11,0
2837,215,2024-10-11,0
2838,231,2019-11-12,0
2839,27,2021-04-23,1
2840,49,2026-06-25,0
2841,255,2018-04-22,0
2842,295,2024-07-20,1
2843,39,2019-06-15,0
2844,272,2025-11-07,1
2845,79,2021-07-27,1
2846,294,2018-01-22,0
2847,299,2024-03-22,1
2848,192,2019-04-12,0
2849,58,2021-02-24,0
2850,237,2022-05-10,1
2851,31,2024-06-17,0
2852,101,2021-08-19,0
2853,192,2025-06-09,0
2854,21,2022-03-06,0
2855,118,2020-12-16,1
2856,240,2020-12-03,0
2857,28,2024-12-08,0
2858,111,2023-10-06,0
2859,2,2019-02-06,0
2860,198,2024-07-03,1
2861,24,2021-08-07,0
2862,85,2021-01-09,0
2863,157,2018-11-05,0
2864,65,2026-08-27,0
2865,70,2018-06-16,0
2866,251,2026-08-22,0
2867,234,2018-07-24,0
2868,25,2022-05-19,1
2869,258,2018-11-28,0
2870,141,2022-04-10,0
2871,44,2025-03-30,0
2872,273,2023-02-12,1
2873,102,2022-09-18,0
2874,98,2019-01-12,0
2875,44,2026-03-19,1
2876,266,2021-04-03,1
2877,87,2022-08-31,0
2878,178,2025-10-13,0
2879,72,2023-06-14,0
2880,269,2024-05-15,0
2881,237,2019-08-08,0
2882,151,2021-12-27,0
2883,104,2022-09-08,0
2884,197,2019-07-11,0
2885,149,2021-05-04,1
2886,283,2025-03-17,0
2887,203,2026-01-27,0
2888,9,2025-02-19,0
2889,247,2026-02-04,0
2890,58,2026-08-28,0
2891,91,2019-09-21,0
2892,131,2025-06-01,0
2893,63,2023-05-18,0
2894,283,2025-06-12,0
2895,294,2023-07-14,0
2896,47,2019-01-31,0
2897,97,2022-11-16,0
2898,112,2024-08-04,0
2899,202,2019-01-29,0
2900,180,2022-05-17,0
2901,204,2023-09-02,0
2902,10,2022-01-09,0
2903,155,2024-12-04,1
2904,64,2019-02-07,0
2905,69,2020-12-28,0
2906,233,2026-03-31,0
2907,43,2022-06-18,0
2908,10,2019-07-28,0
2909,147,2019-01-04,0
2910,221,2023-02-21,0
2911,154,2026-01-25,1
2912,49,2018-06-05,0
2913,233,2018-12-13,0
2914,115,2021-04-02,1
2915,213,2019-10-22,0
2916,61,2019-01-19,0
2917,274,2020-08-02,0
2918,86,2023-07-29,0
2919,292,2025-02-27,1
2920,114,2020-08-28,0
2921,219,2024-01-28,0
2922,151,2025-02-19,0
2923,23,2018-01-23,0
2924,30,2025-05-24,0
2925,122,2019-08-05,0
2926,58,2023-12-09,0
2927,183,2024-07-02,0
2928,42,2025-04-30,1
2929,178,2021-07-02,1
2930,62,2023-09-20,0
2931,55,2018-03-24,0
2932,111,2021-11-15,0
2933,175,2026-05-10,1
2934,120,2019-05-17,0
2935,105,2019-04-24,0
2936,103,2024-01-26,0
2937,102,2022-06-05,1
2938,122,2021-12-11,1
2939,251,2020-02-26,0
2940,174,2019-06-27,0
2941,127,2024-05-23,1
2942,225,2021-02-06,0
2943,159,2024-09-25,0
2944,285,2021-11-04,0
2945,169,2021-06-11,0
2946,65,2019-12-30,1
2947,169,2023-09-16,0
2948,233,2020-06-20,0
2949,64,2025-11-18,0
2950,61,2021-07-16,0
2951,180,2025-01-23,1
2952,266,2022-01-27,0
2953,101,2021-08-06,0
2954,153,2021-12-05,0
2955,197,2021-10-29,0
2956,200,2022-02-25,1
2957,44,2025-09-08,0
2958,119,2024-02-04,0
2959,299,2018-04-19,1
2960,267,2018-07-04,0
2961,232,2018-03-14,0
2962,8,2023-12-28,0
2963,126,2019-10-14,1
2964,16,2021-05-04,0
2965,91,2025-03-05,0
2966,260,2019-02-22,0
2967,117,2019-05-01,0
2968,51,2018-09-09,0
2969,217,2020-06-22,0
2970,228,2018-10-11,0
2971,197,2023-06-15,0
2972,243,2024-05-21,0
2973,211,2019-08-07,0
2974,191,2022-07-19,0
2975,267,2020-08-17,0
2976,98,2018-09-12,0
2977,137,2022-01-18,1
2978,169,2024-01-17,1
2979,201,2019-12-24,1
2980,143,2024-10-31,0
2981,133,2026-08-08,0
2982,50,2018-06-28,0
2983,192,2019-06-02,0
2984,38,2020-07-05,0
2985,143,2025-05-14,0
2986,123,2019-03-26,0
2987,233,2022-01-28,0
2988,143,2022-08-29,0
2989,2,2019-02-13,1
2990,152,2018-05-13,0
2991,65,2019-01-11,0
2992,115,2018-06-27,0
2993,89,2022-05-03,0
2994,50,2026-02-13,1
2995,284,2021-01-24,0
2996,77,2020-03-23,0
2997,153,2020-01-13,0
2998,249,2026-07-04,0
2999,110,2026-04-25,1
3000,282,2023-08-16,1
